MaxNumMob,MinGroup,MaxGroup,MinuteGen,Leader,Follower,RouteType,Formation,Angle,StartPos/0,StartPos/1,StartRange,StartWait,StartAction,DestPos/0,DestPos/1,DestRange,DestWait,DestAction
1,1,1,1,Max_Filhote,Max_Filhote,0,0,0,3420,901,11,7,0,3425,891,10,7,0
1,1,1,1,Max_Filhote,Max_Filhote,0,0,0,3449,902,7,7,0,3458,897,8,6,0
1,1,1,1,Max_Filhote,Max_Filhote,0,0,0,3503,966,6,8,0,3507,963,6,5,0
1,1,1,1,Max_Filhote,Max_Filhote,0,0,0,3499,970,12,8,0,3493,977,12,7,0
1,1,1,1,Max_Filhote,Max_Filhote,0,0,0,3499,998,7,7,0,3496,1005,8,6,0
1,1,1,1,Max_Filhote,Max_Filhote,0,0,0,3499,960,9,4,0,3505,966,9,6,0
1,1,1,1,Max_Filhote,Max_Filhote,0,0,0,3547,965,11,7,0,3535,976,10,7,0
1,1,1,1,Max_Filhote,Max_Filhote,0,0,0,3502,976,6,5,0,3496,987,9,7,0
1,1,1,1,Max_Filhote,Max_Filhote,0,0,0,3490,1008,8,6,0,3500,1018,8,6,0
1,1,1,1,Max_Filhote,Max_Filhote,0,0,0,3484,977,10,8,0,3479,980,12,5,0
1,1,1,1,Max_Filhote,Max_Filhote,0,0,0,3507,964,11,7,0,3506,958,10,8,0
1,1,1,1,Max_Filhote,Max_Filhote,0,0,0,3483,983,9,4,0,3492,974,6,5,0
1,1,1,1,Max_Filhote,Max_Filhote,0,0,0,3503,1004,9,7,0,3508,1011,8,5,0
1,1,1,1,Max_Filhote,Max_Filhote,0,0,0,3490,989,12,7,0,3479,999,10,8,0
1,1,1,1,Max_Filhote,Max_Filhote,0,0,0,3516,950,7,5,0,3518,955,6,6,0
1,1,1,1,Max_Domesticado,Max_Domesticado,0,0,0,3683,896,9,4,0,3690,887,10,7,0
1,1,1,1,Max_Domesticado,Max_Domesticado,0,0,0,3503,854,9,8,0,3514,847,10,4,0
1,1,1,1,Max_Domesticado,Max_Domesticado,0,0,0,3517,837,10,4,0,3506,838,7,6,0
1,1,1,1,Max_Domesticado,Max_Domesticado,0,0,0,3494,870,10,6,0,3486,877,9,8,0
1,1,1,1,Max_Domesticado,Max_Domesticado,0,0,0,3507,869,11,8,0,3512,875,11,4,0
1,1,1,1,Max_Domesticado,Max_Domesticado,0,0,0,3508,863,10,8,0,3508,867,9,4,0
1,1,1,1,Max_Domesticado,Max_Domesticado,0,0,0,3518,884,10,7,0,3529,886,10,5,0
1,1,1,1,Max_Domesticado,Max_Domesticado,0,0,0,3538,868,12,8,0,3538,880,6,8,0
1,1,1,1,Max_Domesticado,Max_Domesticado,0,0,0,3442,873,10,4,0,3446,883,12,4,0
1,1,1,1,Max_Domesticado,Max_Domesticado,0,0,0,3444,864,8,6,0,3441,857,11,5,0
1,1,1,1,Max_Domesticado,Max_Domesticado,0,0,0,3429,862,11,5,0,3430,861,7,4,0
1,1,1,1,Max_Domesticado,Max_Domesticado,0,0,0,3421,854,6,7,0,3417,854,11,4,0
1,1,1,1,Max_Domesticado,Max_Domesticado,0,0,0,3429,847,7,5,0,3425,856,6,6,0
1,1,1,1,Max_Domesticado,Max_Domesticado,0,0,0,3555,964,11,8,0,3565,973,9,5,0
1,1,1,1,Max_Domesticado,Max_Domesticado,0,0,0,3562,961,11,4,0,3566,972,10,8,0
1,1,1,1,Max_Domesticado,Max_Domesticado,0,0,0,3560,967,6,8,0,3572,958,8,4,0
1,1,1,1,Max_Domesticado,Max_Domesticado,0,0,0,3571,960,12,8,0,3572,959,7,6,0
1,1,1,1,Max_Domesticado,Max_Domesticado,0,0,0,3492,997,11,7,0,3485,997,9,5,0
1,1,1,1,Max_Domesticado,Max_Domesticado,0,0,0,3476,903,9,4,0,3478,893,10,8,0
1,1,1,1,Max_Domesticado,Max_Domesticado,0,0,0,3460,905,10,8,0,3457,915,9,4,0
1,1,1,1,Max_Domesticado,Max_Domesticado,0,0,0,3446,953,10,6,0,3436,959,6,4,0
1,1,1,1,Max_Domesticado,Max_Domesticado,0,0,0,3442,951,12,7,0,3440,956,7,4,0
1,1,1,1,Max_Domesticado,Max_Domesticado,0,0,0,3455,913,8,6,0,3467,903,6,4,0
1,1,1,1,Max_Domesticado,Max_Domesticado,0,0,0,3433,916,9,8,0,3443,927,12,5,0
1,1,1,1,Max_Domesticado,Max_Domesticado,0,0,0,3444,915,6,6,0,3450,908,9,5,0
1,1,1,1,Max_Domesticado,Max_Domesticado,0,0,0,3498,986,7,6,0,3497,996,8,4,0
1,1,1,1,Max_Domesticado,Max_Domesticado,0,0,0,3490,982,6,4,0,3502,983,10,4,0
1,1,1,1,Max_Domesticado,Max_Domesticado,0,0,0,3492,975,10,7,0,3490,974,9,6,0
1,1,1,1,Max_Domesticado,Max_Domesticado,0,0,0,3486,1003,11,4,0,3493,1006,6,8,0
1,1,1,1,Max_Domesticado,Max_Domesticado,0,0,0,3486,995,11,4,0,3493,984,12,6,0
1,1,1,1,Max_Domesticado,Max_Domesticado,0,0,0,3533,942,10,5,0,3539,933,8,8,0
1,1,1,1,Max_Domesticado,Max_Domesticado,0,0,0,3522,934,9,8,0,3512,941,6,6,0
1,1,1,1,Max_Domesticado,Max_Domesticado,0,0,0,3528,928,7,5,0,3523,926,11,4,0
1,1,1,1,Max_Domesticado,Max_Domesticado,0,0,0,3513,890,6,6,0,3509,896,9,8,0
1,1,1,1,Max_Domesticado,Max_Domesticado,0,0,0,3408,872,6,5,0,3408,875,8,8,0
1,1,1,1,Max_Domesticado,Max_Domesticado,0,0,0,3524,925,6,6,0,3515,917,12,4,0
1,1,1,1,Max_Domesticado,Max_Domesticado,0,0,0,3525,937,6,6,0,3534,948,12,5,0
1,1,1,1,Max_Domesticado,Max_Domesticado,0,0,0,3558,957,9,4,0,3556,959,6,5,0
1,1,1,1,Max_Domesticado,Max_Domesticado,0,0,0,3466,989,10,5,0,3475,988,12,6,0
1,1,1,1,Max_Domesticado,Max_Domesticado,0,0,0,3466,997,12,4,0,3478,1000,10,7,0
1,1,1,1,Max_Domesticado,Max_Domesticado,0,0,0,3460,992,11,5,0,3452,992,8,7,0
1,1,1,1,Max_Domesticado,Max_Domesticado,0,0,0,3492,1015,8,7,0,3487,1018,10,4,0
1,1,1,1,Max_Domesticado,Max_Domesticado,0,0,0,3463,983,10,8,0,3461,974,8,8,0
1,1,1,1,Max_Domesticado,Max_Domesticado,0,0,0,3444,980,8,7,0,3444,981,11,4,0
1,1,1,1,Max_Domesticado,Max_Domesticado,0,0,0,3451,952,11,7,0,3448,958,7,4,0
1,1,1,1,Max_Domesticado,Max_Domesticado,0,0,0,3512,957,9,8,0,3506,955,9,4,0
1,1,1,1,Max_Domesticado,Max_Domesticado,0,0,0,3518,960,6,4,0,3522,954,8,6,0
1,1,1,1,Merkbee,Merkbee,0,0,0,3484,836,6,6,0,3493,836,12,5,0
1,1,1,1,Merkbee,Merkbee,0,0,0,3496,836,8,6,0,3496,841,11,5,0
1,1,1,1,Merkbee,Merkbee,0,0,0,3498,827,6,5,0,3490,838,8,4,0
1,1,1,1,Merkbee,Merkbee,0,0,0,3511,840,6,6,0,3504,849,12,6,0
1,1,1,1,Merkbee,Merkbee,0,0,0,3518,848,6,8,0,3528,840,8,8,0
1,1,1,1,Merkbee,Merkbee,0,0,0,3523,837,12,7,0,3519,832,7,4,0
1,1,1,1,Merkbee,Merkbee,0,0,0,3515,827,7,7,0,3516,815,10,6,0
1,1,1,1,Merkbee,Merkbee,0,0,0,3525,845,9,5,0,3513,849,10,4,0
1,1,1,1,Merkbee,Merkbee,0,0,0,3494,863,7,4,0,3491,852,7,7,0
1,1,1,1,Merkbee,Merkbee,0,0,0,3499,867,7,7,0,3488,859,12,8,0
1,1,1,1,Merkbee,Merkbee,0,0,0,3510,884,12,8,0,3516,878,11,4,0
1,1,1,1,Merkbee,Merkbee,0,0,0,3514,864,10,7,0,3502,858,6,5,0
1,1,1,1,Merkbee,Merkbee,0,0,0,3521,863,9,4,0,3521,868,9,6,0
1,1,1,1,Merkbee,Merkbee,0,0,0,3524,880,11,7,0,3530,870,8,7,0
1,1,1,1,Merkbee,Merkbee,0,0,0,3532,880,8,7,0,3542,868,7,4,0
1,1,1,1,Merkbee,Merkbee,0,0,0,3429,875,8,6,0,3437,875,8,5,0
1,1,1,1,Merkbee,Merkbee,0,0,0,3436,867,12,7,0,3439,865,8,8,0
1,1,1,1,Merkbee,Merkbee,0,0,0,3437,858,12,4,0,3439,849,9,4,0
1,1,1,1,Merkbee,Merkbee,0,0,0,3421,876,7,7,0,3418,874,12,4,0
1,1,1,1,Merkbee,Merkbee,0,0,0,3437,891,7,5,0,3429,882,9,7,0
1,1,1,1,Merkbee,Merkbee,0,0,0,3422,842,10,6,0,3416,854,10,6,0
1,1,1,1,Merkbee,Merkbee,0,0,0,3413,846,12,5,0,3416,838,8,8,0
1,1,1,1,Merkbee,Merkbee,0,0,0,3423,849,6,6,0,3419,852,8,6,0
1,1,1,1,Merkbee,Merkbee,0,0,0,3423,867,7,5,0,3420,872,9,7,0
1,1,1,1,Merkbee,Merkbee,0,0,0,3492,1003,12,8,0,3491,991,6,4,0
1,1,1,1,Merkbee,Merkbee,0,0,0,3496,1008,7,6,0,3487,1000,10,7,0
1,1,1,1,Merkbee,Merkbee,0,0,0,3499,1015,7,7,0,3508,1013,6,4,0
1,1,1,1,Merkbee,Merkbee,0,0,0,3507,971,11,6,0,3508,978,9,8,0
1,1,1,1,Merkbee,Merkbee,0,0,0,3407,959,9,6,0,3400,947,11,8,0
1,1,1,1,Merkbee,Merkbee,0,0,0,3408,954,8,6,0,3418,965,10,7,0
1,1,1,1,Merkbee,Merkbee,0,0,0,3415,954,9,8,0,3403,955,12,6,0
1,1,1,1,Merkbee,Merkbee,0,0,0,3575,908,10,7,0,3575,915,6,4,0
1,1,1,1,Merkbee,Merkbee,0,0,0,3452,992,8,8,0,3455,995,11,7,0
1,1,1,1,Merkbee,Merkbee,0,0,0,3453,976,9,4,0,3464,965,12,6,0
1,1,1,1,Merkbee,Merkbee,0,0,0,3455,985,12,6,0,3456,993,10,7,0
1,1,1,1,Merkbee,Merkbee,0,0,0,3510,977,9,6,0,3517,965,7,4,0
1,1,1,1,Merkbee,Merkbee,0,0,0,3513,969,6,7,0,3514,979,9,6,0
1,1,1,1,Merkbee,Merkbee,0,0,0,3584,865,8,7,0,3578,877,12,6,0
1,1,1,1,Merkbee,Merkbee,0,0,0,3599,867,12,4,0,3595,876,7,7,0
1,1,1,1,Merkbee,Merkbee,0,0,0,3625,937,12,4,0,3631,949,9,4,0
1,1,1,1,Merkbee,Merkbee,0,0,0,3633,932,12,6,0,3629,931,9,5,0
1,1,1,1,Merkbee,Merkbee,0,0,0,3599,953,8,7,0,3591,944,9,7,0
1,1,1,1,Merkbee,Merkbee,0,0,0,3603,957,7,8,0,3607,952,8,4,0
1,1,1,1,Merkbee,Merkbee,0,0,0,3606,970,7,5,0,3594,969,12,5,0
1,1,1,1,Merkbee,Merkbee,0,0,0,3683,891,8,5,0,3686,888,8,6,0
1,1,1,1,Merkbee,Merkbee,0,0,0,3686,888,10,7,0,3695,893,9,6,0
1,1,1,1,Merkbee,Merkbee,0,0,0,3608,959,6,5,0,3600,970,7,4,0
1,1,1,1,Merkbee,Merkbee,0,0,0,3648,955,10,6,0,3654,943,9,5,0
1,1,1,1,Merkbee,Merkbee,0,0,0,3605,870,7,5,0,3612,872,9,6,0
1,1,1,1,Toupeira_Covarde,Toupeira_Covarde,0,0,0,3381,891,9,7,0,3374,886,7,5,0
1,1,1,1,Toupeira_Covarde,Toupeira_Covarde,0,0,0,3566,903,8,5,0,3565,891,9,5,0
1,1,1,1,Toupeira_Covarde,Toupeira_Covarde,0,0,0,3569,910,12,4,0,3566,910,7,7,0
1,1,1,1,Toupeira_Covarde,Toupeira_Covarde,0,0,0,3417,966,9,6,0,3417,962,7,8,0
1,1,1,1,Toupeira_Covarde,Toupeira_Covarde,0,0,0,3402,963,6,8,0,3396,954,7,8,0
1,1,1,1,Toupeira_Covarde,Toupeira_Covarde,0,0,0,3597,849,10,7,0,3588,846,9,4,0
1,1,1,1,Toupeira_Covarde,Toupeira_Covarde,0,0,0,3593,836,9,7,0,3586,824,7,8,0
1,1,1,1,Toupeira_Covarde,Toupeira_Covarde,0,0,0,3600,836,9,5,0,3597,842,12,5,0
1,1,1,1,Toupeira_Covarde,Toupeira_Covarde,0,0,0,3598,842,12,7,0,3589,837,6,4,0
1,1,1,1,Toupeira_Covarde,Toupeira_Covarde,0,0,0,3599,891,11,7,0,3606,885,6,8,0
1,1,1,1,Toupeira_Covarde,Toupeira_Covarde,0,0,0,3611,890,9,8,0,3602,899,6,5,0
1,1,1,1,Toupeira_Covarde,Toupeira_Covarde,0,0,0,3587,894,8,6,0,3588,892,12,8,0
1,1,1,1,Toupeira_Covarde,Toupeira_Covarde,0,0,0,3593,859,9,7,0,3591,859,9,8,0
1,1,1,1,Toupeira_Covarde,Toupeira_Covarde,0,0,0,3630,863,12,5,0,3636,860,9,8,0
1,1,1,1,Toupeira_Covarde,Toupeira_Covarde,0,0,0,3636,902,9,8,0,3624,898,12,8,0
1,1,1,1,Toupeira_Covarde,Toupeira_Covarde,0,0,0,3629,945,10,4,0,3632,938,10,8,0
1,1,1,1,Toupeira_Covarde,Toupeira_Covarde,0,0,0,3641,935,6,7,0,3633,930,12,4,0
1,1,1,1,Toupeira_Covarde,Toupeira_Covarde,0,0,0,3648,942,11,8,0,3651,935,8,5,0
1,1,1,1,Toupeira_Covarde,Toupeira_Covarde,0,0,0,3660,905,12,8,0,3671,903,7,7,0
1,1,1,1,Toupeira_Covarde,Toupeira_Covarde,0,0,0,3591,867,8,6,0,3593,861,9,7,0
1,1,1,1,Toupeira_Covarde,Toupeira_Covarde,0,0,0,3608,865,11,4,0,3609,876,6,8,0
1,1,1,1,Toupeira_Covarde,Toupeira_Covarde,0,0,0,3586,904,11,4,0,3584,913,7,5,0
1,1,1,1,Toupeira_Covarde,Toupeira_Covarde,0,0,0,3662,879,6,6,0,3670,870,9,4,0
1,1,1,1,Toupeira_Covarde,Toupeira_Covarde,0,0,0,3665,876,8,8,0,3676,864,11,7,0
1,1,1,1,Toupeira_Covarde,Toupeira_Covarde,0,0,0,3638,929,9,4,0,3650,933,10,7,0
1,1,1,1,Toupeira_Covarde,Toupeira_Covarde,0,0,0,3607,890,8,8,0,3600,899,12,5,0
1,1,1,1,Toupeira_Covarde,Toupeira_Covarde,0,0,0,3647,866,11,5,0,3647,870,9,8,0
1,1,1,1,Toupeira_Covarde,Toupeira_Covarde,0,0,0,3645,903,9,5,0,3645,912,6,8,0
1,1,1,1,Toupeira_Exilada,Toupeira_Exilada,0,0,0,3640,897,6,4,0,3651,887,8,5,0
1,1,1,1,Toupeira_Exilada,Toupeira_Exilada,0,0,0,3581,900,12,6,0,3575,911,10,7,0
1,1,1,1,Toupeira_Exilada,Toupeira_Exilada,0,0,0,3588,860,7,6,0,3583,855,9,6,0
1,1,1,1,Toupeira_Exilada,Toupeira_Exilada,0,0,0,3587,848,9,4,0,3584,850,9,5,0
1,1,1,1,Toupeira_Exilada,Toupeira_Exilada,0,0,0,3594,899,11,7,0,3584,908,10,4,0
1,1,1,1,Toupeira_Exilada,Toupeira_Exilada,0,0,0,3637,857,7,7,0,3637,861,6,8,0
1,1,1,1,Toupeira_Exilada,Toupeira_Exilada,0,0,0,3404,973,9,7,0,3396,983,8,6,0
1,1,1,1,Toupeira_Exilada,Toupeira_Exilada,0,0,0,3416,974,12,8,0,3427,975,8,5,0
1,1,1,1,Toupeira_Exilada,Toupeira_Exilada,0,0,0,3416,949,11,7,0,3425,948,6,7,0
1,1,1,1,Toupeira_Exilada,Toupeira_Exilada,0,0,0,3402,977,12,6,0,3407,986,9,4,0
1,1,1,1,Toupeira_Exilada,Toupeira_Exilada,0,0,0,3436,979,6,7,0,3431,969,9,4,0
1,1,1,1,Toupeira_Exilada,Toupeira_Exilada,0,0,0,3544,844,10,4,0,3556,835,11,7,0
1,1,1,1,Toupeira_Exilada,Toupeira_Exilada,0,0,0,3533,860,7,4,0,3521,863,11,6,0
1,1,1,1,Toupeira_Exilada,Toupeira_Exilada,0,0,0,3641,855,12,6,0,3651,861,11,5,0
1,1,1,1,Toupeira_Exilada,Toupeira_Exilada,0,0,0,3630,875,12,4,0,3618,887,6,8,0
1,1,1,1,Toupeira_Exilada,Toupeira_Exilada,0,0,0,3633,897,12,4,0,3643,895,10,4,0
1,1,1,1,Toupeira_Exilada,Toupeira_Exilada,0,0,0,3639,892,10,6,0,3631,891,10,5,0
1,1,1,1,Toupeira_Exilada,Toupeira_Exilada,0,0,0,3649,897,12,5,0,3656,898,6,7,0
1,1,1,1,Toupeira_Exilada,Toupeira_Exilada,0,0,0,3637,951,10,4,0,3625,960,11,7,0
1,1,1,1,Toupeira_Exilada,Toupeira_Exilada,0,0,0,3611,882,10,4,0,3613,875,12,6,0
1,1,1,1,Toupeira_Exilada,Toupeira_Exilada,0,0,0,3592,892,6,8,0,3599,904,7,7,0
1,1,1,1,Toupeira_Exilada,Toupeira_Exilada,0,0,0,3660,896,6,7,0,3658,884,10,5,0
1,1,1,1,Toupeira_Exilada,Toupeira_Exilada,0,0,0,3637,941,10,7,0,3636,947,11,8,0
1,1,1,1,Toupeira_Exilada,Toupeira_Exilada,0,0,0,3651,931,6,8,0,3644,929,8,8,0
1,1,1,1,Toupeira_Exilada,Toupeira_Exilada,0,0,0,3627,930,12,7,0,3635,932,8,7,0
1,1,1,1,Toupeira_Exilada,Toupeira_Exilada,0,0,0,3616,879,9,4,0,3627,869,7,8,0
1,1,1,1,Toupeira_Exilada,Toupeira_Exilada,0,0,0,3638,865,12,5,0,3648,874,11,4,0
1,1,1,1,Toupeira_Exilada,Toupeira_Exilada,0,0,0,3654,893,11,8,0,3653,899,8,8,0
1,1,1,1,Toupeira_Exilada,Toupeira_Exilada,0,0,0,3669,899,11,4,0,3667,892,10,4,0
1,1,1,1,Toupeira_Exilada,Toupeira_Exilada,0,0,0,3675,890,11,8,0,3679,892,8,8,0
1,1,1,1,Lazil,Lazil,0,0,0,3683,896,12,4,0,3694,904,6,5,0
1,1,1,1,Toupeira_Mensageira,Toupeira_Mensageira,0,0,0,3554,853,7,7,0,3548,849,10,5,0
1,1,1,1,Toupeira_Mensageira,Toupeira_Mensageira,0,0,0,3581,900,12,6,0,3573,912,11,6,0
1,1,1,1,Toupeira_Mensageira,Toupeira_Mensageira,0,0,0,3588,860,9,5,0,3590,868,12,8,0
1,1,1,1,Toupeira_Mensageira,Toupeira_Mensageira,0,0,0,3587,848,12,4,0,3599,846,6,5,0
1,1,1,1,Toupeira_Mensageira,Toupeira_Mensageira,0,0,0,3594,899,11,6,0,3596,889,12,4,0
1,1,1,1,Toupeira_Mensageira,Toupeira_Mensageira,0,0,0,3637,857,6,4,0,3629,863,9,6,0
1,1,1,1,Pazira,Pazira,0,0,0,3640,897,9,8,0,3640,888,10,6,0
1,1,1,1,Kubary_Munta,Kubary_Munta,0,0,0,3608,1019,12,4,0,3619,1015,12,8,0
1,1,1,1,Kubary_Munta,Kubary_Munta,0,0,0,3612,1008,9,5,0,3608,1015,8,5,0
1,1,1,1,Kubary_Munta,Kubary_Munta,0,0,0,3606,1012,10,4,0,3611,1017,9,6,0
1,1,1,1,Kubary_Munta,Kubary_Munta,0,0,0,3609,999,7,8,0,3618,1009,12,6,0
1,1,1,1,Kubary_Munta,Kubary_Munta,0,0,0,3632,994,7,5,0,3643,990,10,6,0
1,1,1,1,Kubary_Munta,Kubary_Munta,0,0,0,3665,1060,9,5,0,3664,1068,9,5,0
1,1,1,1,Kubary_Munta,Kubary_Munta,0,0,0,3660,1059,8,4,0,3659,1071,6,8,0
1,1,1,1,Kubary_Munta,Kubary_Munta,0,0,0,3648,1055,8,8,0,3654,1045,8,5,0
1,1,1,1,Kubary_Munta,Kubary_Munta,0,0,0,3675,1039,9,7,0,3665,1030,11,5,0
1,1,1,1,Kubary_Munta,Kubary_Munta,0,0,0,3674,1044,7,6,0,3664,1035,11,4,0
1,1,1,1,Kubary_Munta,Kubary_Munta,0,0,0,3596,1063,8,4,0,3596,1064,10,7,0
1,1,1,1,Kubary_Munta,Kubary_Munta,0,0,0,3608,1044,9,4,0,3607,1035,10,8,0
1,1,1,1,Kubary_Munta,Kubary_Munta,0,0,0,3634,1040,12,8,0,3628,1047,10,6,0
1,1,1,1,Kubary_Munta,Kubary_Munta,0,0,0,3624,1036,9,7,0,3634,1033,6,4,0
1,1,1,1,Kubary_Munta,Kubary_Munta,0,0,0,3669,1042,8,6,0,3659,1032,9,6,0
1,1,1,1,Kubary_Munta,Kubary_Munta,0,0,0,3668,1057,6,5,0,3679,1060,10,7,0
1,1,1,1,Kubary_Munta_Furioso,Kubary_Munta_Furioso,0,0,0,3600,1069,6,4,0,3590,1076,8,4,0
1,1,1,1,Kubary_Munta_Furioso,Kubary_Munta_Furioso,0,0,0,3647,1021,6,7,0,3647,1010,10,7,0
1,1,1,1,Kubary_Munta_Furioso,Kubary_Munta_Furioso,0,0,0,3653,1020,8,7,0,3651,1021,8,5,0
1,1,1,1,Kubary_Munta_Furioso,Kubary_Munta_Furioso,0,0,0,3621,995,11,4,0,3612,1005,9,5,0
1,1,1,1,Kubary_Munta_Furioso,Kubary_Munta_Furioso,0,0,0,3623,1004,11,7,0,3626,1009,10,5,0
1,1,1,1,Kubary_Munta_Furioso,Kubary_Munta_Furioso,0,0,0,3660,1046,9,4,0,3671,1048,9,5,0
1,1,1,1,Kubary_Munta_Furioso,Kubary_Munta_Furioso,0,0,0,3650,1051,8,5,0,3641,1046,7,4,0
1,1,1,1,Kubary_Munta_Furioso,Kubary_Munta_Furioso,0,0,0,3604,1060,8,4,0,3603,1059,6,4,0
1,1,1,1,Kubary_Munta_Furioso,Kubary_Munta_Furioso,0,0,0,3606,1070,8,7,0,3611,1061,7,4,0
1,1,1,1,Kubary_Munta_Furioso,Kubary_Munta_Furioso,0,0,0,3612,1060,10,4,0,3624,1058,6,6,0
1,1,1,1,Kubary_Munta_Furioso,Kubary_Munta_Furioso,0,0,0,3595,1027,12,7,0,3602,1017,9,8,0
1,1,1,1,Kubary_Munta_Furioso,Kubary_Munta_Furioso,0,0,0,3632,1044,6,6,0,3627,1054,7,7,0
1,1,1,1,Kubary_Munta_Furioso,Kubary_Munta_Furioso,0,0,0,3590,1046,8,6,0,3602,1052,6,5,0
1,1,1,1,Kubary_Munta_Furioso,Kubary_Munta_Furioso,0,0,0,3593,1044,6,4,0,3604,1044,9,5,0
1,1,1,1,Kubary_Munta_Furioso,Kubary_Munta_Furioso,0,0,0,3612,1047,8,7,0,3600,1051,8,4,0
1,1,1,1,Kubary_Munta_Furioso,Kubary_Munta_Furioso,0,0,0,3598,1052,6,8,0,3589,1045,8,8,0
1,1,1,1,Kubary_Munta_Furioso,Kubary_Munta_Furioso,0,0,0,3610,1069,7,6,0,3598,1081,12,7,0
1,1,1,1,Kereku,Kereku,0,0,0,3550,1116,8,7,0,3549,1106,12,8,0
1,1,1,1,Max_Selvagem,Max_Selvagem,0,0,0,3530,1074,12,6,0,3522,1072,11,4,0
1,1,1,1,Max_Selvagem,Max_Selvagem,0,0,0,3529,1081,6,6,0,3541,1079,10,8,0
1,1,1,1,Max_Selvagem,Max_Selvagem,0,0,0,3546,1075,9,6,0,3552,1086,9,6,0
1,1,1,1,Max_Selvagem,Max_Selvagem,0,0,0,3556,1079,7,5,0,3551,1082,11,8,0
1,1,1,1,Max_Selvagem,Max_Selvagem,0,0,0,3538,1055,12,8,0,3550,1052,8,6,0
1,1,1,1,Max_Selvagem,Max_Selvagem,0,0,0,3538,1048,12,7,0,3534,1053,8,7,0
1,1,1,1,Max_Selvagem,Max_Selvagem,0,0,0,3541,1043,11,6,0,3553,1052,8,5,0
1,1,1,1,Max_Selvagem,Max_Selvagem,0,0,0,3532,1107,6,5,0,3535,1101,12,7,0
1,1,1,1,Max_Selvagem,Max_Selvagem,0,0,0,3545,1083,9,6,0,3549,1073,11,7,0
1,1,1,1,Max_Selvagem,Max_Selvagem,0,0,0,3552,1085,12,5,0,3555,1083,11,8,0
